Handling,CIVMID,ctb_ID,BadeaID,OldBadeaID,Specimens ID,Genotype,Sex,Lifestyle,Diet,Weight,DOB,Perfusion,Age_Months,Age_Imaging,Age_Years,Age_Handling,AgeExVivoMRI,Bruker_folder,ARunno,Second_Bruker_folder,Second_ARunno,SAMBA Brunno,DWI,GRE,T1,T2,Notes,Remark,Mn2Cl pump,fMRI,invivoDWI,Cardiac_ID,MicroCT_ID,Femur_Scan,Cohort_ID,NameGroup,Source,Cage#,GLP_1Start,GLP_1End,Age_End,Age_Months_current,Years,Days,Age_Months_Start,Ear_Marks,Group,Unnamed: 18,Unnamed: 19
220905_23,220905_23,,220905_23,220905_23,,APOE44,male,Exercise,Control,,3/2/2022,8/3/2023,17.3,17.0,1.441666667,6.233333333,,220905_23,A22090523,,,,,,,,,6 month control cohort,0.0,,,230605_6,,,September2022cohort,,In House,,,,,,,,,,,,
220905_24,220905_24,,220905_24,220905_24,,APOE44,male,Exercise,Control,,3/2/2022,8/3/2023,17.3,17.0,1.441666667,6.233333333,,220905_24,A22090524,,,,,,,,,6 month control cohort,0.0,,,230605_7,,,September2022cohort,,In House,,,,,,,,,,,,
220905_25,220905_25,,220905_25,220905_25,,APOE44,male,Exercise,Control,,3/2/2022,8/3/2023,17.3,17.0,1.441666667,6.233333333,,220905_25,A22090525,,,,,,,,,6 month control cohort,0.0,,,230605_8,,,September2022cohort,,In House,,,,,,,,,,,,
220905_26,220905_26,,220905_26,220905_26,,APOE33HN,female,Exercise,Control,,2/14/2022,8/9/2023,18.03333333,18.0,1.502777778,6.766666667,,220905_26,A22090526,,,,,,,,,6 month control cohort,0.0,,,230607_4,,,September2022cohort,,In House,,,,,,,,,,,,
220905_27,220905_27,,220905_27,220905_27,,APOE33HN,female,Exercise,Control,,2/14/2022,8/9/2023,18.03333333,18.0,1.502777778,6.766666667,,220905_27,A22090527,,,,,,,,,6 month control cohort,0.0,,,230607_5,,,September2022cohort,,In House,,,,,,,,,,,,
220905_28,220905_28,,220905_28,220905_28,,APOE33HN,female,Exercise,Control,,2/14/2022,8/9/2023,18.03333333,18.0,1.502777778,6.766666667,,220905_28,A22090528,,,,,,,,,6 month control cohort,0.0,,,230607_6,,,September2022cohort,,In House,,,,,,,,,,,,
220905_29,220905_29,,220905_29,220905_29,,APOE33HN,female,Exercise,Control,,2/14/2022,,18.03333333,,,6.766666667,,,,,,,,,,,,6 month control cohort/Died,0.0,,,230607_7,,,September2022cohort,,In House,,,,,,,,,,,,
220905_3,220905_9,,220905_3,220905_3,220905_9,APOE44,male,Sedentary,HFD,36.0,3/6/2021,11/2/2022,20.2,20.0,1.66,18.3,,220905_3_18abb11,A22090509,,,,,,,,,,1.0,,,220906_11,,,September2022cohort,3,In House,,,,,,,,,,,,
220905_4,220905_4,,220905_4,220905_4,,APOE33HN,male,Exercise,Control,34.0,2/14/2022,8/10/2023,18.06666667,1.505555556,1.5,6.766666667,,220905_4,A22090504,,,,,,,,,6 month control cohort,0.0,,,230605_1,,,September2022cohort,,In House,,,,,,,,,,,,
220905_5,220905_5,,220905_5,220905_5,,APOE33HN,male,Exercise,Control,32.0,2/14/2022,8/10/2023,18.06666667,1.505555556,1.5,6.766666667,,220905_5,A22090505,,,,,,,,,6 month control cohort,0.0,,,230605_2,,,September2022cohort,,In House,,,,,,,,,,,,
220905_6,220905_6,,220905_6,220905_6,,APOE33HN,male,Exercise,Control,33.0,2/14/2022,8/10/2023,18.06666667,1.505555556,1.5,6.766666667,,220905_6,A22090506,,,,,,,,,6 month control cohort,0.0,,,230605_3,,,September2022cohort,,In House,,,,,,,,,,,,
220905_7,220905_1,,220905_7,220905_7,,APOE33HN,male,Sedentary,Control,,2/14/2022,8/23/2023,18.5,1.541666667,1.5,6.766666667,,220905_7_18abb11_ex,A22090501,,,,,,,,,6 month control cohort,0.0,,,230605_1,,,September2022cohort,,In House,,,,,,,,,,,,
220905_8,220905_2,,220905_8,220905_8,,APOE33HN,male,Sedentary,Control,,2/14/2022,8/23/2023,18.5,1.541666667,1.5,6.766666667,,220905_8_18abb11_ex,A22090502,,,,,,,,,6 month control cohort,0.0,,,230605_2,,,September2022cohort,,In House,,,,,,,,,,,,
220905_9,220905_3,,220905_9,220905_9,,APOE33HN,male,Sedentary,Control,,2/14/2022,8/23/2023,18.5,1.541666667,1.5,6.766666667,,220905_9_18abb11_ex,A22090503,,,,,,,,,6 month control cohort,0.0,,,230605_3,,,September2022cohort,,In House,,,,,,,,,,,,
220929_1,220929_1,,220929_1,220929_1,,APOE33,female,Sedentary,HFD,52.0,8/28/2021,9/29/2022,13.23333333,13.0,1.102777778,13.23333333,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,85,,,,,,,,,,,,,
220929_2,220929_2,,220929_2,220929_2,,APOE33,female,Sedentary,HFD,43.0,8/28/2021,9/29/2022,13.23333333,13.0,1.102777778,13.23333333,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,86,,,,,,,,,,,,,
220929_3,220929_3,,220929_3,220929_3,,APOE33,female,Sedentary,HFD,37.0,8/28/2021,9/29/2022,13.23333333,13.0,1.102777778,13.23333333,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,87,,,,,,,,,,,,,
220929_4,220929_4,,220929_4,220929_4,,APOE33,female,Sedentary,HFD,43.0,8/13/2021,9/29/2022,13.73333333,14.0,1.144444444,13.73333333,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,88,,,,,,,,,,,,,
220929_5,220929_5,,220929_5,220929_5,,APOE33,female,Sedentary,HFD,58.0,8/13/2021,9/29/2022,13.73333333,14.0,1.144444444,13.73333333,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,89,,,,,,,,,,,,,
221003_1,221003_3,221108-3,221003_1,221003_1,221003_3,APOE22 ,female,Sedentary,HFD,21.0,9/15/2021,11/17/2022,14.26666667,14.0,1.172222222,12.76666667,,221003_1_apoe,A22100303,,,,,,,,,Found Already dead before perfusion,1.0,,,,,,October2022cohort,1,In House,,,,,,,,,,,,
221003_10,221003_10,,221003_10,221003_10,,APOE33HN,male,Exercise,Control,,3/13/2022,10/27/2023,19.76666667,20.0,1.647222222,6.8,,221003_10,A22100310,,,,,,,,,6 month control cohort,0.0,,,230926_3,,,October2022cohort,,In House,,,,,,,,,,,,
221003_11,221003_11,,221003_11,221003_11,,APOE33HN,female,Sedentary,Control,,3/13/2022,,17.6,,,6.8,,Died?,A22100311,,,,,,,,,6 month control cohort/Died5.1.23,0.0,,,,,,October2022cohort,,In House,,,,,,,,,,,,
221003_12,221003_12,,221003_12,221003_12,,APOE33HN,female,Sedentary,Control,,3/13/2022,8/23/2023,17.6,18.0,1.466666667,6.8,,221003_12,A22100312,,,,,,,,,6 month control cohort,0.0,,,,,,October2022cohort,,In House,,,,,,,,,,,,
221003_13,221003_13,,221003_13,221003_13,,APOE33HN,female,Sedentary,Control,,3/13/2022,8/23/2023,17.6,18.0,1.466666667,6.8,,221003_13,A22100313,,,,,,,,,6 month control cohort,0.0,,,,,,October2022cohort,,In House,,,,,,,,,,,,
221003_14,221003_14,,221003_14,221003_14,,APOE33HN,female,Sedentary,Control,,3/13/2022,,17.6,,,6.8,,Died?,A22100314,,,,,,,,,6 month control cohort/Died5.1.23,0.0,,,,,,October2022cohort,,In House,,,,,,,,,,,,
221003_15,221003_15,,221003_15,221003_15,,APOE22HN,male,Exercise,Control,,3/6/2022,8/10/2023,17.4,17.0,1.45,7.033333333,,221003_15,A22100315,,,,,,,,,6 month control cohort,0.0,,,230606_3,,,October2022cohort,,In House,,,,,,,,,,,,
221003_16,221003_16,,221003_16,221003_16,,APOE22HN,male,Exercise,Control,,3/6/2022,8/10/2023,17.4,17.0,1.45,7.033333333,,221003_16,A22100316,,,,,,,,,6 month control cohort,0.0,,,230606_4,,,October2022cohort,,In House,,,,,,,,,,,,
221003_17,221003_17,,221003_17,221003_17,,APOE22HN,male,Exercise,Control,,3/6/2022,8/10/2023,17.4,17.0,1.45,7.033333333,,221003_17,A22100317,,,,,,,,,6 month control cohort,0.0,,,230606_5,,,October2022cohort,,In House,,,,,,,,,,,,
221003_18,221003_18,,221003_18,221003_18,,APOE22HN,male,Exercise,Control,,3/6/2022,8/10/2023,17.4,17.0,1.45,7.033333333,,221003_18,A22100318,,,,,,,,,6 month control cohort,0.0,,,230606_6,,,October2022cohort,,In House,,,,,,,,,,,,
221003_19,221003_19,,221003_19,221003_19,,APOE22HN,female,Exercise,Control,,3/6/2022,8/3/2023,17.16666667,17.0,1.430555556,7.033333333,,221003_19,A22100319,,,,,,,,,6 month control cohort,0.0,,,230607_1,,,October2022cohort,,In House,,,,,,,,,,,,
221003_2,221003_4,221108-4,221003_2,221003_2,221003_4,APOE22 ,female,Sedentary,HFD,33.0,9/15/2021,11/17/2022,14.26666667,14.0,1.172222222,12.76666667,,221003_2_apoe,A22100304,,,,,,,,,,1.0,,,221108_4,,,October2022cohort,2,In House,,,,,,,,,,,,
221003_20,221003_20,,221003_20,221003_20,,APOE22HN,female,Exercise,Control,,3/6/2022,8/3/2023,17.16666667,17.0,1.430555556,7.033333333,,221003_20_apoe_b,A22100320,,,,,,,,,6 month control cohort,0.0,,,230607_2,,,October2022cohort,,In House,,,,,,,,,,,,
221003_21,221003_21,,221003_21,221003_21,,APOE22HN,female,Exercise,Control,,3/6/2022,8/3/2023,17.16666667,17.0,1.430555556,7.033333333,,221003_21,A22100321,,,,,,,,,6 month control cohort,0.0,,,230607_3,,,October2022cohort,,In House,,,,,,,,,,,,
221003_22,221003_22,,221003_22,221003_22,,APOE33 ,male,Sedentary,Control,,2/22/2022,8/22/2023,18.2,18.0,1.516666667,7.433333333,,221003_22,A22100322,,,,,,,,,6 month control cohort,0.0,,,,,,October2022cohort,,In House,,,,,,,,,,,,
221003_23,221003_23,,221003_23,221003_23,,APOE44HN,male,Exercise,Control,,3/8/2022,8/3/2023,17.1,17.0,1.425,6.966666667,,221003_23,A22100323,,,,,,,,,6 month control cohort,0.0,,,230606_1,,,October2022cohort,,In House,,,,,,,,,,,,
221003_24,221003_24,,221003_24,221003_24,,APOE44HN,male,Exercise,Control,,3/8/2022,,16.96666667,,,6.966666667,,Died?,A22100324,,,,,,,,,6 month control cohort/Euthanized,0.0,,,,,,October2022cohort,,In House,,,,,,,,,,,,
221003_25,221003_25,,221003_25,221003_25,,APOE44HN,male,Exercise,Control,,3/11/2022,8/2/2023,16.96666667,17.0,1.413888889,6.866666667,,221003_25,A22100325,,,,,,,,,6 month control cohort/Died during Invivo scan,0.0,,,230606_2,,,October2022cohort,,In House,,,,,,,,,,,,
221003_26,221003_26,,221003_26,221003_26,,APOE44HN,female,Sedentary,Control,,3/8/2022,8/21/2023,17.7,18.0,1.475,6.966666667,,221003_26,A22100326,,,,,,,,,6 month control cohort,0.0,,,,,,October2022cohort,,In House,,,,,,,,,,,,
221003_27,221003_27,,221003_27,221003_27,,APOE44HN,female,Sedentary,Control,,3/8/2022,8/21/2023,17.7,18.0,1.475,6.966666667,,221003_27,A22100327,,,,,,,,,6 month control cohort,0.0,,,,,,October2022cohort,,In House,,,,,,,,,,,,
221003_28,221003_28,,221003_28,221003_28,,APOE44HN,female,Sedentary,Control,,3/11/2022,8/21/2023,17.6,18.0,1.466666667,6.866666667,,221003_28,A22100328,,,,,,,,,6 month control cohort,0.0,,,,,,October2022cohort,,In House,,,,,,,,,,,,
221003_29,221003_29,,221003_29,221003_29,,APOE44HN,female,Sedentary,Control,,3/11/2022,8/21/2023,17.6,18.0,1.466666667,6.866666667,,221003_29,A22100329,,,,,,,,,6 month control cohort,0.0,,,,,,October2022cohort,,In House,,,,,,,,,,,,
221003_3,221003_5,,221003_3,221003_3,221003_5,APOE22 ,female,Sedentary,HFD,38.0,9/15/2021,11/17/2022,14.26666667,14.0,1.172222222,12.76666667,,221003_3_apoe,A22100305,,,,,,,,,,1.0,,,,,,October2022cohort,3,In House,,,,,,,,,,,,
221003_30,221003_30,,221003_30,221003_30,,APOE44HN,female,Sedentary,Control,,3/11/2022,8/21/2023,17.6,18.0,1.466666667,6.866666667,,221003_30,A22100330,,,,,,,,,6 month control cohort,0.0,,,,,,October2022cohort,,In House,,,,,,,,,,,,
221003_4,221003_6,,221003_4,221003_4,221003_6,APOE22 ,female,Sedentary,HFD,34.0,9/15/2021,11/17/2022,14.26666667,14.0,1.172222222,12.76666667,,221003_4_apoe,A22100306,,,,,,,,,,1.0,,,,,,October2022cohort,4,In House,,,,,,,,,,,,
221003_5,221003_7,221108-5,221003_5,221003_5,221003_7,APOE22 ,male,Sedentary,HFD,47.0,9/30/2021,11/17/2022,13.76666667,14.0,1.130555556,12.26666667,,221003_5_apoeb,A22100307,,,,,,,,,,1.0,,,221108_5,,,October2022cohort,5,In House,,,,,,,,,,,,
221003_6,221003_8,221108-6,221003_6,221003_6,221003_8,APOE22 ,male,Sedentary,HFD,42.0,9/30/2021,11/17/2022,13.76666667,14.0,1.130555556,12.26666667,,DIED,,,,,,,,,,Died during in vivo scanning,1.0,,,221108_6,,,October2022cohort,6,In House,,,,,,,,,,,,
221003_7,221003_9,,221003_7,221003_7,221003_9,APOE22 ,male,Sedentary,HFD,44.0,9/15/2021,11/17/2022,14.26666667,14.0,1.172222222,12.76666667,,221003_7_apoe,A22100309,,,,,,,,,,1.0,,,,,,October2022cohort,7,In House,,,,,,,,,,,,
221003_8,221003_8,,221003_8,221003_8,,APOE33HN,male,Exercise,Control,,3/13/2022,10/27/2023,19.76666667,20.0,1.647222222,6.8,,221003_8,A22100308,,,,,,,,,6 month control cohort,0.0,,,230926_1,,,October2022cohort,,In House,,,,,,,,,,,,
221003_9,221003_1,,221003_9,221003_9,,APOE33HN,male,Exercise,Control,,3/13/2022,10/27/2023,19.76666667,20.0,1.647222222,6.8,,221003_9,A22100301,,,,,,,,,6 month control cohort,0.0,,,230926_2,,,October2022cohort,,In House,,,,,,,,,,,,
221027_1,221027_1,,221027_1,221027_1,,APOE22,female,Sedentary ,Control ,26.0,9/30/2021,10/27/2022,13.03333333,13.0,1.086111111,13.03333333,,,,,,,,,,,,RNA ,0.0,,,,,,RNA Brain punches samples collection,108,,,,,,,,,,,,,
221027_2,221027_2,,221027_2,221027_2,,APOE22,female,Sedentary ,Control ,27.0,10/1/2021,10/27/2022,13.0,13.0,1.083333333,13.0,,,,,,,,,,,,RNA ,0.0,,,,,,RNA Brain punches samples collection,109,,,,,,,,,,,,,
221027_3,221027_3,,221027_3,221027_3,,APOE22,female,Sedentary ,Control ,26.0,11/19/2021,10/27/2022,11.36666667,11.0,0.9472222222,11.36666667,,,,,,,,,,,,RNA ,0.0,,,,,,RNA Brain punches samples collection,110,,,,,,,,,,,,,
221101_1,221101_1,,221101_1,221101_1,221101_1,APOE44,male,Sedentary,HFD,44.0,11/16/2021,12/15/2022,13.13333333,13.0,1.080555556,11.66666667,,221101_01,A22110101,,,,,,,,,,1.0,,,,,,November2022cohort,1,In House,,,,,,,,,,,,
221101_10,221101_10,,221101_10,221101_10,,APOE44,male,Exercise,Control,,3/29/2022,11/1/2023,19.4,19.0,1.616666667,7.233333333,,221101_10,A22110110,,,,,,,,,6 month control cohort,0.0,,,230926_12,,,November2022cohort,,In House,,,,,,,,,,,,
221101_11,221101_11,,221101_11,221101_11,,APOE44,male,Exercise,Control,,3/29/2022,11/1/2023,19.4,19.0,1.616666667,7.233333333,,221101_11_apoe,A22110111,,,,,,,,,6 month control cohort,0.0,,,230926_13,,,November2022cohort,,In House,,,,,,,,,,,,
221101_12,221101_12,,221101_12,221101_12,,APOE44,male,Exercise,Control,,3/29/2022,11/1/2023,19.4,19.0,1.616666667,7.233333333,,221101_12,A22110112,,,,,,,,,6 month control cohort,0.0,,,230926_14,,,November2022cohort,,In House,,,,,,,,,,,,
221101_13,221101_13,,221101_13,221101_13,,APOE22HN,female,Sedentary,Control,,4/18/2022,8/1/2023,15.66666667,16.0,1.305555556,6.566666667,,,,,,,,,,,,6 month control cohort/Micro CT,0.0,,,,230801-1,MicroCT9,November2022cohort,,In House,,,,,,,,,,,,
221101_14,221101_14,,221101_14,221101_14,,APOE22HN,female,Sedentary,Control,,4/18/2022,8/1/2023,15.66666667,16.0,1.305555556,6.566666667,,,,,,,,,,,,6 month control cohort/Micro CT,0.0,,,,230801-2,MicroCT9,November2022cohort,,In House,,,,,,,,,,,,
221101_15,221101_15,,221101_15,221101_15,,APOE22HN,male,Sedentary,Control,,4/18/2022,8/1/2023,15.66666667,16.0,1.305555556,6.566666667,,,,,,,,,,,,6 month control cohort/Micro CT,0.0,,,,230801-3,MicroCT9,November2022cohort,,In House,,,,,,,,,,,,
221101_16,221101_16,,221101_16,221101_16,,APOE22HN,male,Sedentary,Control,,4/18/2022,8/1/2023,15.66666667,16.0,1.305555556,6.566666667,,,,,,,,,,,,6 month control cohort/Micro CT,0.0,,,,230801-4,MicroCT9,November2022cohort,,In House,,,,,,,,,,,,
221101_17,221101_17,,221101_17,221101_17,,APOE22HN,male,Sedentary,Control,,4/18/2022,8/1/2023,15.66666667,16.0,1.305555556,6.566666667,,,,,,,,,,,,6 month control cohort/Micro CT,0.0,,,,230801-5,MicroCT9,November2022cohort,,In House,,,,,,,,,,,,
221101_18,221101_18,,221101_18,221101_18,,APOE22HN,male,Sedentary,Control,,4/18/2022,8/1/2023,15.66666667,16.0,1.305555556,6.566666667,,,,,,,,,,,,6 month control cohort/Micro CT,0.0,,,,230801-6,MicroCT9,November2022cohort,,In House,,,,,,,,,,,,
221101_19,221101_19,,221101_19,221101_19,,APOE22HN,male,Sedentary,Control,,4/18/2022,8/1/2023,15.66666667,16.0,1.305555556,6.566666667,,221101_19,A22110119,,,,,,,,,6 month control cohort/Micro CT,0.0,,,,230801-7,MicroCT9,November2022cohort,,In House,,,,,,,,,,,,
221101_2,221101_2,,221101_2,221101_2,221101_2,APOE44,male,Sedentary,HFD,41.0,11/16/2021,12/15/2022,13.13333333,13.0,1.080555556,11.66666667,,221101_02,A22110102,,,,,,,,,,1.0,,,,,,November2022cohort,2,In House,,,,,,,,,,,,
221101_20,221101_20,,221101_20,221101_20,,APOE44HN,female,Exercise,Control,28.0,5/2/2022,10/27/2023,18.1,18.0,1.508333333,6.1,,221101_20,A22110120,,,,,,,,,6 month control cohort,0.0,,,230926_6,,,November2022cohort,,In House,,,,,,,,,,,,
221101_21,221101_21,,221101_21,221101_21,,APOE44HN,female,Exercise,Control,,5/2/2022,,18.1,,,6.1,,,,,,,,,,,,6 month control cohort,0.0,Euthanized due to paralysis,,,,,November2022cohort,,In House,,,,,,,,,,,,
221101_22,221101_22,,221101_22,221101_22,,APOE44HN,female,Exercise,Control,16.0,5/2/2022,10/27/2023,18.1,18.0,1.508333333,6.1,,221101_22,A22110122,,,,,,,,,6 month control cohort,0.0,,,230926_7,,,November2022cohort,,In House,,,,,,,,,,,,
221101_23,221101_23,,221101_23,221101_23,,APOE44HN,female,Exercise,Control,27.0,5/2/2022,10/27/2023,18.1,18.0,1.508333333,6.1,,221101_23,A22110123,,,,,,,,,6 month control cohort,0.0,,,230926_8,,,November2022cohort,,In House,,,,,,,,,,,,
221101_24,221101_24,,221101_24,221101_24,,APOE44HN,female,Exercise,Control,23.0,5/2/2022,10/27/2023,18.1,18.0,1.508333333,6.1,,221101_24,A22110124,,,,,,,,,6 month control cohort,0.0,,,230926_9,,,November2022cohort,,In House,,,,,,,,,,,,
221101_3,221101_3,,221101_3,221101_3,221101_3,APOE44HN,male,Sedentary,HFD,42.0,11/30/2021,12/8/2022,24.83333333,24.0,2.041666667,23.36666667,,DIED,A22110103,,,,,,,,,Died during Survival Surgery,1.0,,,,,,November2022cohort,3,In House,,,,,,,,,,,,
221101_4,221101_4,,221101_4,221101_4,221101_4,APOE44HN,female,Sedentary,HFD,38.0,11/30/2021,12/15/2022,24.83333333,24.0,2.041666667,23.36666667,,221101_04,A22110104,,,,,,,,,,1.0,,,,,,November2022cohort,4,In House,,,,,,,,,,,,
221101_5,221101_5,,221101_5,221101_5,,APOE44HN,male,Sedentary,Control,,4/5/2022,8/22/2023,16.8,17.0,1.4,7.0,,221101_5,A22110105,,,,,,,,,6 month control cohort,0.0,,,,,,November2022cohort,,In House,,,,,,,,,,,,
221101_6,221101_6,,221101_6,221101_6,,APOE44HN,male,Sedentary,Control,,4/5/2022,8/22/2023,16.8,17.0,1.4,7.0,,221101_6,A22110106,,,,,,,,,6 month control cohort,0.0,,,,,,November2022cohort,,In House,,,,,,,,,,,,
221101_7,221101_7,,221101_7,221101_7,,APOE44,female,Exercise,Control,,3/29/2022,11/1/2023,19.4,19.0,1.616666667,7.233333333,,221101_7,A22110107,,,,,,,,,6 month control cohort,0.0,,,230926_15,,,November2022cohort,,In House,,,,,,,,,,,,
221101_8,221101_8,,221101_8,221101_8,,APOE44,female,Exercise,Control,,3/29/2022,11/1/2023,19.4,19.0,1.616666667,7.233333333,,221101_8,A22110108,,,,,,,,,6 month control cohort,0.0,,,230926_16,,,November2022cohort,,In House,,,,,,,,,,,,
221101_9,221101_9,,221101_9,221101_9,,APOE44,female,Exercise,Control,,3/29/2022,11/1/2023,19.4,19.0,1.616666667,7.233333333,,221101_9,A22110109,,,,,,,,,6 month control cohort,0.0,,,230926_17,,,November2022cohort,,In House,,,,,,,,,,,,
221104_1,221104_1,,221104_1,221104_1,,APOE33HN,male,Sedentary ,Control ,33.0,10/28/2021,11/4/2022,12.36666667,12.0,1.030555556,12.36666667,,,,,,,,,,,,RNA,0.0,,,,,,RNA Brain punches samples collection,31,,,,,,,,,,,,,
221104_2,221104_2,,221104_2,221104_2,,APOE33HN,male,Sedentary ,Control ,31.0,10/28/2021,11/4/2022,12.36666667,12.0,1.030555556,12.36666667,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,32,,,,,,,,,,,,,
221104_3,221104_3,,221104_3,221104_3,,APOE33HN,male,Sedentary ,Control ,32.0,10/28/2021,11/4/2022,12.36666667,12.0,1.030555556,12.36666667,,,,,,,,,,,,frozen the whole brain,0.0,,,,,,RNA Brain punches samples collection,33,,,,,,,,,,,,,
221128_1,230118_1,,221128_1,221128_1,230118_1,APOE44,male,Sedentary,Control,30.0,11/12/2021,1/18/2023,14.1,14.0,1.16,12.7,,221128_1_apoe,A23011801,,,,,,,,,,1.0,,,221111_10,,,December2022cohort,1,In House,,,,,,,,,,,,
221128_10,230118_4,,221128_10,221128_10,230118_4,APOE44,male,Sedentary,HFD,41.0,11/12/2021,1/19/2023,14.4,14.0,1.19,12.7,,221128_10_apoe,A23011804,,,,,,,,,,1.0,,,221128_10,,,December2022cohort,4,In House,,,,,,,,,,,,
221128_11,230118_5,,221128_11,221128_11,230118_5,APOE44,male,Sedentary,HFD,46.0,11/12/2021,1/19/2023,14.4,14.0,1.19,12.7,,221128_11_apoe,A23011805,,,,,,,,,,1.0,,,221128_11,,,December2022cohort,5,In House,,,,,,,,,,,,
221128_12,230118_6,,221128_12,221128_12,230118_6,APOE44,male,Sedentary,HFD,41.0,11/12/2021,1/19/2023,14.4,14.0,1.19,12.7,,221128_12_apoe,A23011806,,,,,,,,,,1.0,,,221128_12,,,December2022cohort,6,In House,,,,,,,,,,,,
221128_13,230118_7,221108-9,221128_13,221128_13,230118_7,APOE33,male,Sedentary,Control,25.0,11/15/2021,1/19/2023,14.3,14.0,1.18,12.6,,221128_13_apoe,A23011807,,,,,,,,,,1.0,,,221108_9,,,December2022cohort,7,In House,,,,,,,,,,,,
221128_14,221128_24,,221128_14,221128_14,,APOE33,female,Sedentary,Control,24.0,4/18/2022,11/6/2023,18.9,19.0,1.575,7.466666667,,221128_14,A22112824,,,,,,,,,6 month control cohort,0.0,,,,,,December2022cohort,,In House,,,,,,,,,,,,
221128_15,221128_25,,221128_15,221128_15,,APOE33,female,Sedentary,Control,39.0,5/9/2022,11/6/2023,18.2,18.0,1.516666667,6.766666667,,221128_15,A22112825,,,,,,,,,6 month control cohort,0.0,,,,,,December2022cohort,,In House,,,,,,,,,,,,
221128_16,221128_26,,221128_16,221128_16,,APOE33,female,Sedentary,Control,29.0,5/26/2022,11/6/2023,17.63333333,18.0,1.469444444,6.2,,221128_17_apoe2,A22112826,,,,,,,,,6 month control cohort,0.0,,,,,,December2022cohort,,In House,,,,,,,,,,,,
221128_17,221128_17,,221128_17,221128_17,,APOE33,male,Exercise,Control,34.0,5/26/2022,11/1/2023,17.46666667,17.0,1.455555556,6.2,,221128_17_apoe,A22112817,,,,,,,,,6 month control cohort,0.0,,,230926_18,,,December2022cohort,,In House,,,,,,,,,,,,
221128_18,221128_18,,221128_18,221128_18,,APOE33,male,Exercise,Control,35.0,5/26/2022,11/1/2023,17.46666667,17.0,1.455555556,6.2,,221128_18,A22112818,,,,,,,,,6 month control cohort,0.0,,,230926_19,,,December2022cohort,,In House,,,,,,,,,,,,
221128_19,221128_19,,221128_19,221128_19,,APOE44HN,male,Exercise,Control,35.0,5/2/2022,11/1/2023,18.26666667,18.0,1.522222222,7.0,,221101_19,A22112819,,,,,,,,,6 month control cohort,0.0,,,230926_10,,,December2022cohort,,In House,,,,,,,,,,,,
221128_2,230118_2,221108-7,221128_2,221128_2,230118_2,APOE44,female,Sedentary,Control,25.0,11/16/2021,1/18/2023,13.96,14.0,1.15,12.56666667,,221128_2_apoe,A23011802,,,,,,,,,,1.0,,,221108_7,,,December2022cohort,2,In House,,,,,,,,,,,,
221128_20,221128_20,,221128_20,221128_20,,APOE44HN,male,Exercise,Control,33.0,5/2/2022,11/1/2023,18.26666667,18.0,1.522222222,7.0,,221128_20,A22112820,,,,,,,,,6 month control cohort,0.0,,,230926_11,,,December2022cohort,,In House,,,,,,,,,,,,
221128_3,230118_3,221108-8,221128_3,221128_3,230118_3,APOE44,female,Sedentary,Control,26.0,11/16/2021,1/18/2023,13.96,14.0,1.15,12.56666667,,221128_3_apoe,A23011803,,,,,,,,,,1.0,,,221108_8,,,December2022cohort,3,In House,,,,,,,,,,,,
221128_4,221128_13,,221128_4,221128_4,,APOE22,female,Sedentary,Control,24.0,5/5/2022,5/4/2023,12.13333333,12.0,1.011111111,6.9,,221128_4_apoe_c,A22112813,,,,,,,,,6 month control cohort/Cardiac/Invivo,1.0,,,221128_4,,,December2022cohort,,In House,,,,,,,,,,,,
221128_5,221128_14,,221128_5,221128_5,,APOE22,female,Sedentary,Control,24.0,5/26/2022,5/4/2023,12.13333333,11.0,0.9527777778,6.2,,221128_5_apoe,A22112814,,,,,,,,,6 month control cohort/Cardiac/Invivo,1.0,,,221128_5,,,December2022cohort,,In House,,,,,,,,,,,,
221128_6,221128_15,,221128_6,221128_6,,APOE22,female,Sedentary,Control,23.0,5/5/2022,5/4/2023,12.13333333,12.0,1.011111111,6.9,,221128_6_apoe,A22112815,,,,,,,,,6 month control cohort/Cardiac/Invivo,1.0,,,221128_6,,,December2022cohort,,In House,,,,,,,,,,,,
221128_7,221128_16,,221128_7,221128_7,,APOE22,female,Sedentary,Control,23.0,5/26/2022,5/4/2023,11.43333333,11.0,0.9527777778,6.2,,221128_7_apoe,A22112816,,,,,,,,,6 month control cohort/Cardiac/Invivo,1.0,,,221128_7,,,December2022cohort,,In House,,,,,,,,,,,,
221128_8,221128_8,,221128_8,221128_8,,APOE22,male,Exercise,Control,32.0,5/5/2022,10/27/2023,18.0,18.0,1.5,6.9,,221128_8,A22112808,,,,,,,,,6 month control cohort,0.0,,,230926_4,,,December2022cohort,,In House,,,,,,,,,,,,
